num_of_agents,num_of_items,value_noise_ratio,beta,delta,use_threads,algorithm,random_seed,utilitarian_value,egalitarian_value,max_envy,mean_envy,max_deficit,mean_deficit,num_with_top_1,num_with_top_2,num_with_top_3,runtime
27,8,1.0,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2014237999974284
28,8,0.0,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.205571600003168
28,8,0.0,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2216255999956047
28,8,0.0,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2134712000115541
28,8,0.0,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2142374999966705
28,8,0.0,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2684831000078702
28,8,0.0,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2095360999956028
28,8,0.0,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.205870199992205
28,8,0.0,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.1982265999977244
28,8,0.0,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2240536000026622
28,8,0.0,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2596148000011453
28,8,0.2,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2236590000102296
28,8,0.2,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2132727999996859
28,8,0.2,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2102197000058367
28,8,0.2,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.205264399992302
28,8,0.2,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2083164999930886
28,8,0.2,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2688046999974176
28,8,0.2,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2125136000104248
28,8,0.2,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2131733999995049
28,8,0.2,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2088434000033885
28,8,0.2,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2019105999934254
28,8,0.4,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2470009000098798
28,8,0.4,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2017084999970393
28,8,0.4,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2020206000015605
28,8,0.4,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2270960000023478
28,8,0.4,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2188892999984091
28,8,0.4,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2093943999934708
28,8,0.4,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2548384999972768
28,8,0.4,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2088696999999229
28,8,0.4,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2046293000021251
28,8,0.4,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2003391000034753
28,8,0.8,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2116724999941652
28,8,0.8,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2079211999953258
28,8,0.8,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2730091999983415
28,8,0.8,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2077719000080833
28,8,0.8,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.1969252000126289
28,8,0.8,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2030823000095551
28,8,0.8,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2073501999984728
28,8,0.8,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2517154999950435
28,8,0.8,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2308454000012716
28,8,0.8,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2157201999943936
28,8,1.0,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.210657200004789
28,8,1.0,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2089354000054299
28,8,1.0,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.205025300005218
28,8,1.0,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2526115000073332
28,8,1.0,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2022912999964319
28,8,1.0,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2170366999926045
28,8,1.0,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2207739000004949
28,8,1.0,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.207502299992484
28,8,1.0,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2135162999911699
28,8,1.0,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2486945999989984
29,8,0.0,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2121584999986225
29,8,0.0,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2225311000074725
29,8,0.0,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2346071000065421
29,8,0.0,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2230777999939164
29,8,0.0,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.255094399995869
29,8,0.0,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2134769999975105
29,8,0.0,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2243402000021888
29,8,0.0,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2271120999939739
29,8,0.0,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.243476700008614
29,8,0.0,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2958825999958208
29,8,0.2,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2280285000015283
29,8,0.2,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2256879999913508
29,8,0.2,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2200201999949058
29,8,0.2,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2226229999942006
29,8,0.2,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2325352000043494
29,8,0.2,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2617597999924328
29,8,0.2,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2498332999966805
29,8,0.2,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.233942399994703
29,8,0.2,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.22778030000336
29,8,0.2,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.276858600002015
29,8,0.4,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.262265400000615
29,8,0.4,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.3344940999959362
29,8,0.4,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2650876999978209
29,8,0.4,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2603980999992927
29,8,0.4,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2325249999994412
29,8,0.4,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2875192999927094
29,8,0.4,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2286383000027854
29,8,0.4,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2265098999923793
29,8,0.4,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2236888000043109
29,8,0.4,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2256382999912602
29,8,0.8,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2650071000098251
29,8,0.8,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2154677999933483
29,8,0.8,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2153600000019651
29,8,0.8,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2276616000017384
29,8,0.8,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2201325000060023
29,8,0.8,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2767661000107182
29,8,0.8,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2203291000041645
29,8,0.8,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.221994799998356
29,8,0.8,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2228316999971866
29,8,0.8,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2459722000057809
29,8,1.0,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2599389999959385
29,8,1.0,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.3055445999925723
29,8,1.0,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2323114999890094
29,8,1.0,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2259770000091521
29,8,1.0,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2226053000049432
29,8,1.0,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2461035000014817
29,8,1.0,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2855151999974623
29,8,1.0,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2305371999973431
29,8,1.0,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2165183000033721
29,8,1.0,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,29,29,29,0.2210558999940985
20,8,0.0,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.13749100000131875
20,8,0.0,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.1309768999926746
20,8,0.0,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.12868299998808652
20,8,0.0,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.1342752000055043
20,8,0.0,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.1320685999962734
20,8,0.0,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.1489867000054801
20,8,0.0,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.15919720000238158
20,8,0.0,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.13075739999476355
20,8,0.0,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.1342834000097355
20,8,0.0,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.1336513999995077
20,8,0.2,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.13642670000263024
20,8,0.2,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.13781450000533368
20,8,0.2,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.1342354000080377
20,8,0.2,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.1314330000022892
20,8,0.2,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.16394319999380969
20,8,0.2,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.13199660000100266
20,8,0.2,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.15137260001210961
20,8,0.2,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.1326072999945609
20,8,0.2,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.13343770000210498
20,8,0.2,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.13208310000482015
20,8,0.4,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.13530069999978878
20,8,0.4,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.12955450000299606
20,8,0.4,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.13122629999998026
20,8,0.4,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.16388889998779632
20,8,0.4,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.14502130000619218
20,8,0.4,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.13208619999932125
20,8,0.4,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.13380080000206362
20,8,0.4,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.13761010000598617
20,8,0.4,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.13157899999350775
20,8,0.4,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.1334151000046404
20,8,0.8,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.13451780000468716
20,8,0.8,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.12967390000994783
20,8,0.8,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.18046030000550672
20,8,0.8,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.1316973000066355
20,8,0.8,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.13205379999999423
20,8,0.8,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.13044050001190044
20,8,0.8,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.13081960000272375
20,8,0.8,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.14123449999897275
20,8,0.8,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.15560820000246167
20,8,0.8,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.13158370000019204
20,8,1.0,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.13450110000849236
20,8,1.0,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.14548700000159442
20,8,1.0,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.16420949999883305
20,8,1.0,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.13515810000535566
20,8,1.0,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.1290783000004012
20,8,1.0,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.1359360999922501
20,8,1.0,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.13088179999613203
20,8,1.0,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.1331200999993598
20,8,1.0,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.1325557999953162
20,8,1.0,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,20,20,20,0.1377989000029629
20,12,0.0,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,20,20,20,1.3782174999942072
20,12,0.0,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,20,20,20,1.387293599997065
21,8,0.0,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.139939200002118
21,8,0.0,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.13652000000001863
21,8,0.0,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.13552410001284443
21,8,0.0,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.1362284000060754
21,8,0.0,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.1393783999956213
21,8,0.0,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.13711680000415072
21,8,0.0,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.19444439999642782
21,8,0.0,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.13595409999834374
21,8,0.0,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.13542589999269694
21,8,0.0,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.1383040000073379
21,8,0.2,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.1375146000063978
21,8,0.2,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.13898629999312107
21,8,0.2,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.13874110000324436
21,8,0.2,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.1441086999984691
21,8,0.2,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.176958600000944
21,8,0.2,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.13890370000444818
21,8,0.2,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.13776979999965988
21,8,0.2,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.14019550000375602
21,8,0.2,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.13490400000591762
21,8,0.2,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.14463870000327006
21,8,0.4,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.13969779999752063
21,8,0.4,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.16665430000284687
21,8,0.4,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.1788419999938924
21,8,0.4,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.14651170000433922
21,8,0.4,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.13780100000440143
21,8,0.4,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.13397239999903832
21,8,0.4,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.13608549999480601
21,8,0.4,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.13858430000254884
21,8,0.4,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.15165410000190604
21,8,0.4,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.13764470000751317
21,8,0.8,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.14428290000068955
21,8,0.8,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.17444780000369065
21,8,0.8,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.1398027999966871
21,8,0.8,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.14043410000158474
21,8,0.8,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.14228309999452904
21,8,0.8,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.1394214999891119
21,8,0.8,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.1408104000001913
21,8,0.8,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.1521729999949457
21,8,0.8,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.1411573000077624
21,8,0.8,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.1743611999991117
21,8,1.0,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.14241739999852143
21,8,1.0,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.1350996999972267
21,8,1.0,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.14108800000394695
21,8,1.0,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.14090689999284223
21,8,1.0,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.13779100000101607
21,8,1.0,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.14044270000886172
21,8,1.0,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.14689849999558646
21,8,1.0,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,21,21,21,0.14071369999146555
